104,"Rock Smash",HM06
104,"Rock Tomb",TM39
104,Sandstorm,TM37
104,"Secret Power",TM43
104,"Seismic Toss",Tutor
104,Strength,HM04
104,Substitute,Tutor
104,"Sunny Day",TM11
104,Swagger,Tutor
104,"Tail Whip","Level 5"
104,Thief,TM46
104,Thrash,"Level 37"
104,Toxic,TM06
105,"Aerial Ace",TM40
105,Attract,TM45
105,Blizzard,TM14
105,"Body Slam",Tutor
105,"Bone Club","Level 1"
105,"Bone Club","Level 9"
105,"Bone Rush","Level 53"
105,Bonemerang,"Level 25"
105,"Brick Break",TM31
105,Dig,TM28
105,"Double Team",TM32
105,Double-Edge,"Level 61"
105,Double-Edge,Tutor
105,Earthquake,TM26
105,Facade,TM42
105,"False Swipe","Level 39"
105,"Fire Blast",TM38
105,Flamethrower,TM35
105,"Focus Energy","Level 21"
105,"Focus Punch",TM01
105,Frustration,TM21
105,Growl,"Level 1"
105,Headbutt,"Level 1"
105,Headbutt,"Level 13"
105,"Hidden Power",TM10
105,"Hyper Beam",TM15
105,"Ice Beam",TM13
105,"Icy Wind",Tutor
105,"Iron Tail",TM23
105,Leer,"Level 17"
105,Mimic,Tutor
105,Protect,TM17
105,Rage,"Level 32"
105,Rest,TM44
105,Return,TM27
105,"Rock Smash",HM06
105,"Rock Tomb",TM39
105,Sandstorm,TM37
105,"Secret Power",TM43
105,"Seismic Toss",Tutor
105,Strength,HM04
105,Substitute,Tutor
105,"Sunny Day",TM11
105,Swagger,Tutor
105,"Tail Whip","Level 1"
105,"Tail Whip","Level 5"
105,Thief,TM46
105,Thrash,"Level 46"
105,Toxic,TM06
106,Attract,TM45
106,"Body Slam",Tutor
106,"Brick Break","Level 20"
106,"Brick Break",TM31
106,"Bulk Up",TM08
106,"Double Kick","Level 1"
106,"Double Team",TM32
106,Double-Edge,Tutor
106,Earthquake,TM26
106,Endure,"Level 41"
106,Facade,TM42
106,"Focus Energy","Level 21"
106,"Focus Punch",TM01
106,Foresight,"Level 36"
106,Frustration,TM21
106,"Hidden Power",TM10
106,"High Jump Kick","Level 26"
106,"Jump Kick","Level 16"
106,Meditate,"Level 6"
106,"Mega Kick","Level 46"
106,Mimic,Tutor
106,"Mind Reader","Level 31"
106,Protect,TM17
106,"Rain Dance",TM18
106,Rest,TM44
106,Return,TM27
106,Revenge,"Level 1"
106,Reversal,"Level 51"
106,"Rock Smash",HM06
106,"Rock Tomb",TM39
106,"Rolling Kick","Level 11"
106,"Secret Power",TM43
106,"Seismic Toss",Tutor
106,Strength,HM04
106,Substitute,Tutor
106,"Sunny Day",TM11
106,Swagger,Tutor
106,Thief,TM46
106,Toxic,TM06
107,Agility,"Level 7"
107,Attract,TM45
107,"Body Slam",Tutor
107,"Brick Break",TM31
107,"Bulk Up",TM08
107,"Comet Punch","Level 1"
107,Counter,"Level 50"
107,Detect,"Level 44"
107,"Double Team",TM32
107,Double-Edge,Tutor
107,Earthquake,TM26
107,Facade,TM42
107,"Fire Punch","Level 26"
107,"Focus Punch",TM01
107,Frustration,TM21
107,"Hidden Power",TM10
107,"Ice Punch","Level 26"
107,"Mach Punch","Level 20"
107,"Mega Punch","Level 38"
107,Mimic,Tutor
107,Protect,TM17
107,Pursuit,"Level 13"
107,"Rain Dance",TM18
107,Rest,TM44
107,Return,TM27
107,Revenge,"Level 1"
107,"Rock Smash",HM06
107,"Rock Tomb",TM39
107,"Secret Power",TM43
107,"Seismic Toss",Tutor
107,"Sky Uppercut","Level 32"
107,Strength,HM04
107,Substitute,Tutor
107,"Sunny Day",TM11
107,Swagger,Tutor
107,Thief,TM46
107,"Thunder Punch","Level 26"
107,Toxic,TM06
108,Attract,TM45
108,Blizzard,TM14
108,"Body Slam",Tutor
108,"Brick Break",TM31
108,Cut,HM01
108,"Defense Curl","Level 12"
108,Dig,TM28
108,Disable,"Level 34"
108,"Double Team",TM32
108,Double-Edge,Tutor
108,"Dream Eater",Tutor
108,Earthquake,TM26
108,Facade,TM42
108,"Fire Blast",TM38
108,Flamethrower,TM35
108,"Focus Punch",TM01
108,Frustration,TM21
108,"Hidden Power",TM10
108,"Hyper Beam",TM15
108,"Ice Beam",TM13
108,"Icy Wind",Tutor
108,"Iron Tail",TM23
108,"Knock Off","Level 18"
108,Lick,"Level 1"
108,Mimic,Tutor
108,Nightmare,Tutor
108,Protect,TM17
108,"Rain Dance",TM18
108,Refresh,"Level 51"
108,Rest,TM44
108,Return,TM27
108,"Rock Smash",HM06
108,"Rock Tomb",TM39
108,Sandstorm,TM37
108,Screech,"Level 45"
108,"Secret Power",TM43
108,"Seismic Toss",Tutor
108,"Shadow Ball",TM30
108,"Shock Wave",TM34
108,Slam,"Level 40"
108,"Solar Beam",TM22
108,Stomp,"Level 23"
108,Strength,HM04
108,Substitute,Tutor
108,"Sunny Day",TM11
108,Supersonic,"Level 7"
108,Surf,HM03
108,Swagger,Tutor
108,Thief,TM46
108,Thunder,TM25
108,Thunderbolt,TM24
108,Toxic,TM06
108,"Water Pulse",TM03
108,Wrap,"Level 29"
109,Attract,TM45
109,"Destiny Bond","Level 45"
109,"Double Team",TM32
109,Explosion,"Level 41"
109,Facade,TM42
109,"Fire Blast",TM38
109,Flamethrower,TM35
109,Flash,HM05
109,Frustration,TM21
109,Haze,"Level 33"
109,"Hidden Power",TM10
109,Memento,"Level 49"
109,Mimic,Tutor
109,"Poison Gas","Level 1"
109,Protect,TM17
109,"Rain Dance",TM18
109,Rest,TM44
109,Return,TM27
109,"Secret Power",TM43
109,Self-Destruct,"Level 17"
109,Self-Destruct,Tutor
109,"Shadow Ball",TM30
109,"Shock Wave",TM34
109,"Sludge Bomb",TM36
109,Sludge,"Level 21"
109,Smog,"Level 9"
109,"Smoke Screen","Level 25"
109,Substitute,Tutor
109,"Sunny Day",TM11
109,Swagger,Tutor
109,Tackle,"Level 1"
109,Taunt,TM12
109,Thief,TM46
109,Thunder,TM25
109,Thunderbolt,TM24
109,Torment,TM41
109,Toxic,TM06
11,Harden,"Level 1"
11,Harden,"Level 7"
110,Attract,TM45
110,"Destiny Bond","Level 51"
110,"Double Team",TM32
110,Explosion,"Level 44"
110,Facade,TM42
110,"Fire Blast",TM38
110,Flamethrower,TM35
110,Flash,HM05
110,Frustration,TM21
110,Haze,"Level 33"
110,"Hidden Power",TM10
110,"Hyper Beam",TM15
110,Memento,"Level 58"
110,Mimic,Tutor
110,"Poison Gas","Level 1"
110,Protect,TM17
110,"Rain Dance",TM18
110,Rest,TM44
110,Return,TM27
110,"Secret Power",TM43
110,Self-Destruct,"Level 1"
110,Self-Destruct,"Level 17"
110,Self-Destruct,Tutor
110,"Shadow Ball",TM30
110,"Shock Wave",TM34
110,"Sludge Bomb",TM36
110,Sludge,"Level 21"
110,Smog,"Level 1"
110,Smog,"Level 9"
110,"Smoke Screen","Level 25"
110,Substitute,Tutor
110,"Sunny Day",TM11
110,Swagger,Tutor
110,Tackle,"Level 1"
110,Taunt,TM12
110,Thief,TM46
110,Thunder,TM25
110,Thunderbolt,TM24
110,Torment,TM41
110,Toxic,TM06
111,Attract,TM45
111,Blizzard,TM14
111,"Body Slam",Tutor
111,Dig,TM28
111,"Double Team",TM32
111,Double-Edge,Tutor
111,Earthquake,"Level 52"
111,Earthquake,TM26
111,Facade,TM42
111,"Fire Blast",TM38
111,Flamethrower,TM35
111,Frustration,TM21
111,"Fury Attack","Level 15"
111,"Hidden Power",TM10
111,"Horn Attack","Level 1"
111,"Horn Drill","Level 38"
111,"Ice Beam",TM13
111,"Icy Wind",Tutor
111,"Iron Tail",TM23
111,Megahorn,"Level 57"
111,Mimic,Tutor
111,Protect,TM17
111,"Rain Dance",TM18
111,Rest,TM44
111,Return,TM27
111,Roar,TM05
111,"Rock Blast","Level 29"
111,"Rock Smash",HM06
111,"Rock Tomb",TM39
111,Sandstorm,TM37
111,"Scary Face","Level 24"
111,"Secret Power",TM43
111,"Shock Wave",TM34
111,Stomp,"Level 10"
111,Strength,HM04
111,Substitute,Tutor
111,"Sunny Day",TM11
111,Swagger,Tutor
111,"Tail Whip","Level 1"
111,"Take Down","Level 43"
111,Thief,TM46
111,Thunder,TM25
111,Thunderbolt,TM24
111,Toxic,TM06
112,Attract,TM45
112,Blizzard,TM14
112,"Body Slam",Tutor
112,"Brick Break",TM31
112,Cut,HM01
112,Dig,TM28
112,"Double Team",TM32
112,Earthquake,"Level 58"
112,Earthquake,TM26
112,Facade,TM42
112,"Fire Blast",TM38
112,Flamethrower,TM35
112,"Focus Punch",TM01
112,Frustration,TM21
112,"Fury Attack","Level 1"
112,"Fury Attack","Level 15"
112,"Hidden Power",TM10
112,"Horn Attack","Level 1"
112,"Horn Drill","Level 38"
112,"Hyper Beam",TM15
112,"Ice Beam",TM13
112,"Icy Wind",Tutor
112,"Iron Tail",TM23
112,Megahorn,"Level 66"
112,Mimic,Tutor
112,Protect,TM17
112,"Rain Dance",TM18
112,Rest,TM44
112,Return,TM27
112,Roar,TM05
112,"Rock Blast","Level 29"
112,"Rock Smash",HM06
112,"Rock Tomb",TM39
112,Sandstorm,TM37
112,"Scary Face","Level 24"
112,"Secret Power",TM43
112,"Seismic Toss",Tutor
112,"Shock Wave",TM34
112,Stomp,"Level 1"
112,Stomp,"Level 10"
112,Strength,HM04
112,Substitute,Tutor
112,"Sunny Day",TM11
112,Surf,HM03
112,Swagger,Tutor
112,"Tail Whip","Level 1"
112,"Take Down","Level 46"
112,Thief,TM46
112,Thunder,TM25
112,Thunderbolt,TM24
112,Toxic,TM06
113,Attract,TM45
113,Blizzard,TM14
113,"Body Slam",Tutor
113,"Brick Break",TM31
113,"Calm Mind",TM04
113,"Defense Curl","Level 41"
113,"Double Slap","Level 17"
113,"Double Team",TM32
113,Double-Edge,"Level 57"
113,Double-Edge,Tutor
113,"Dream Eater",Tutor
113,Earthquake,TM26
113,"Egg Bomb","Level 35"
113,Facade,TM42
113,"Fire Blast",TM38
113,Flamethrower,TM35
113,Flash,HM05
113,"Focus Punch",TM01
113,Frustration,TM21
113,Growl,"Level 1"
113,Hail,TM07
113,"Hidden Power",TM10
113,"Hyper Beam",TM15
113,"Ice Beam",TM13
113,"Icy Wind",Tutor
113,"Iron Tail",TM23
113,"Light Screen","Level 49"
113,"Light Screen",TM16
113,Mimic,Tutor
113,Minimize,"Level 23"
113,Pound,"Level 1"
113,Protect,TM17
113,Psychic,TM29
113,"Rain Dance",TM18
113,Refresh,"Level 9"
113,Rest,TM44
113,Return,TM27
113,"Rock Smash",HM06
113,"Rock Tomb",TM39
113,Safeguard,TM20
113,Sandstorm,TM37
113,"Secret Power",TM43
113,"Seismic Toss",Tutor
113,"Shadow Ball",TM30
113,"Shock Wave",TM34
113,Sing,"Level 29"
113,"Skill Swap",TM48
113,Snatch,TM49
113,Soft-Boiled,"Level 13"
113,"Solar Beam",TM22
113,Strength,HM04
113,Substitute,Tutor
113,"Sunny Day",TM11
113,Swagger,Tutor
113,"Tail Whip","Level 5"
113,"Thunder Wave",Tutor
113,Thunder,TM25
113,Thunderbolt,TM24
113,Toxic,TM06
113,"Water Pulse",TM03
114,Absorb,"Level 10"
114,Attract,TM45
114,Bind,"Level 28"
114,"Body Slam",Tutor
114,"Bullet Seed",TM09
114,Constrict,"Level 1"
114,Cut,HM01
114,"Double Team",TM32
114,Double-Edge,Tutor
114,Facade,TM42
114,Flash,HM05
114,Frustration,TM21
114,"Giga Drain",TM19
114,Growth,"Level 13"
114,"Hidden Power",TM10
114,"Hyper Beam",TM15
114,Ingrain,"Level 1"
114,"Mega Drain","Level 31"
114,Mimic,Tutor
114,"Poison Powder","Level 19"
114,Protect,TM17
114,Rest,TM44
114,Return,TM27
114,"Rock Smash",HM06
114,"Secret Power",TM43
114,Slam,"Level 40"
114,"Sleep Powder","Level 4"
114,"Sludge Bomb",TM36
114,"Solar Beam",TM22
114,"Stun Spore","Level 37"
114,Substitute,Tutor
114,"Sunny Day",TM11
114,Swagger,Tutor
114,Thief,TM46
114,Tickle,"Level 46"
114,Toxic,TM06
114,"Vine Whip","Level 22"
115,"Aerial Ace",TM40
115,Attract,TM45
115,Bite,"Level 7"
115,Blizzard,TM14
115,"Body Slam",Tutor
115,"Brick Break",TM31
115,"Comet Punch","Level 1"
115,Cut,HM01
115,Dig,TM28
115,"Dizzy Punch","Level 43"
115,"Double Team",TM32
115,Double-Edge,Tutor
115,Earthquake,TM26
115,Endure,"Level 37"
115,Facade,TM42
115,"Fake Out","Level 19"
115,"Fire Blast",TM38
115,Flamethrower,TM35
115,"Focus Punch",TM01
115,Frustration,TM21
115,Hail,TM07
115,"Hidden Power",TM10
115,"Hyper Beam",TM15
115,"Ice Beam",TM13
115,"Icy Wind",Tutor
115,"Iron Tail",TM23
115,Leer,"Level 1"
115,"Mega Punch","Level 25"
115,Mimic,Tutor
115,Protect,TM17
115,Rage,"Level 31"
115,"Rain Dance",TM18
115,Rest,TM44
115,Return,TM27
115,Reversal,"Level 49"
115,Roar,TM05
115,"Rock Smash",HM06
115,"Rock Tomb",TM39
115,Sandstorm,TM37
115,"Secret Power",TM43
115,"Seismic Toss",Tutor
115,"Shadow Ball",TM30
115,"Shock Wave",TM34
115,"Solar Beam",TM22
115,Strength,HM04
115,Substitute,Tutor
115,"Sunny Day",TM11
115,Surf,HM03
115,Swagger,Tutor
115,"Tail Whip","Level 13"
115,Thief,TM46
115,Thunder,TM25
115,Thunderbolt,TM24
115,Toxic,TM06
115,"Water Pulse",TM03
116,Agility,"Level 36"
116,Attract,TM45
116,Blizzard,TM14
116,Bubble,"Level 1"
116,Dive,HM08
116,"Double Team",TM32
116,Double-Edge,Tutor
116,"Dragon Dance","Level 50"
116,Facade,TM42
116,Frustration,TM21
116,Hail,TM07
116,"Hidden Power",TM10
116,"Hydro Pump","Level 43"
116,"Ice Beam",TM13
116,"Icy Wind",Tutor
116,Leer,"Level 15"
116,Mimic,Tutor
116,Protect,TM17
116,"Rain Dance",TM18
116,Rest,TM44
116,Return,TM27
116,"Secret Power",TM43
116,"Smoke Screen","Level 8"
116,Substitute,Tutor
116,Surf,HM03
116,Swagger,Tutor
116,Toxic,TM06
116,Twister,"Level 29"
116,"Water Gun","Level 22"
116,"Water Pulse",TM03
116,Waterfall,HM07
117,Agility,"Level 40"
117,Attract,TM45
117,Blizzard,TM14
117,Bubble,"Level 1"
117,Dive,HM08
117,"Double Team",TM32
117,Double-Edge,Tutor
117,"Dragon Dance","Level 62"
117,Facade,TM42
117,Frustration,TM21
117,Hail,TM07
117,"Hidden Power",TM10
117,"Hydro Pump","Level 51"
117,"Hyper Beam",TM15
117,"Ice Beam",TM13
117,"Icy Wind",Tutor
117,Leer,"Level 1"
117,Leer,"Level 15"
117,Mimic,Tutor
117,Protect,TM17
117,"Rain Dance",TM18
117,Rest,TM44
117,Return,TM27
117,"Secret Power",TM43
117,"Smoke Screen","Level 1"
117,"Smoke Screen","Level 8"
117,Substitute,Tutor
117,Surf,HM03
117,Swagger,Tutor
117,Toxic,TM06
117,Twister,"Level 29"
117,"Water Gun","Level 1"
117,"Water Gun","Level 22"
117,"Water Pulse",TM03
117,Waterfall,HM07
118,Agility,"Level 52"
118,Attract,TM45
118,Blizzard,TM14
118,Dive,HM08
118,"Double Team",TM32
118,Double-Edge,Tutor
118,Facade,TM42
118,Flail,"Level 24"
118,Frustration,TM21
118,"Fury Attack","Level 29"
118,Hail,TM07
118,"Hidden Power",TM10
118,"Horn Attack","Level 15"
118,"Horn Drill","Level 43"
118,"Ice Beam",TM13
118,"Icy Wind",Tutor
118,Mimic,Tutor
118,Peck,"Level 1"
118,Protect,TM17
118,"Rain Dance",TM18
118,Rest,TM44
118,Return,TM27
118,"Secret Power",TM43
118,Substitute,Tutor
118,Supersonic,"Level 10"
118,Surf,HM03
118,Swagger,Tutor
118,"Tail Whip","Level 1"
118,Toxic,TM06
118,"Water Pulse",TM03
118,"Water Sport","Level 1"
118,Waterfall,HM07
118,Waterfall,"Level 38"
119,Agility,"Level 61"
119,Attract,TM45
119,Blizzard,TM14
119,Dive,HM08
119,"Double Team",TM32
119,Double-Edge,Tutor
119,Facade,TM42
119,Flail,"Level 24"
119,Frustration,TM21
119,"Fury Attack","Level 29"
119,Hail,TM07
119,"Hidden Power",TM10
119,"Horn Attack","Level 15"
119,"Horn Drill","Level 49"
119,"Hyper Beam",TM15
119,"Ice Beam",TM13
119,"Icy Wind",Tutor
119,Mimic,Tutor
119,Peck,"Level 1"
119,Protect,TM17
119,"Rain Dance",TM18
119,Rest,TM44
119,Return,TM27
119,"Secret Power",TM43
119,Substitute,Tutor
119,Supersonic,"Level 1"
119,Supersonic,"Level 10"
119,Surf,HM03
119,Swagger,Tutor
119,"Tail Whip","Level 1"
119,Toxic,TM06
119,"Water Pulse",TM03
119,"Water Sport","Level 1"
119,Waterfall,HM07
119,Waterfall,"Level 41"
12,"Aerial Ace",TM40
12,Attract,TM45
12,Confusion,"Level 1"
12,Confusion,"Level 10"
12,"Double Team",TM32
12,Double-Edge,Tutor
12,"Dream Eater",Tutor
12,Facade,TM42
12,Flash,HM05
12,Frustration,TM21
12,"Giga Drain",TM19
12,Gust,"Level 28"
12,"Hidden Power",TM10
12,"Hyper Beam",TM15
12,Mimic,Tutor
12,Nightmare,Tutor
12,"Poison Powder","Level 13"
12,Protect,TM17
12,Psybeam,"Level 34"
12,Psychic,TM29
12,"Rain Dance",TM18
12,Rest,TM44
12,Return,TM27
12,Safeguard,"Level 40"
12,Safeguard,TM20
12,"Secret Power",TM43
12,"Shadow Ball",TM30
12,"Silver Wind","Level 47"
12,"Skill Swap",TM48
12,"Sleep Powder","Level 15"
12,"Solar Beam",TM22
12,"Stun Spore","Level 14"
12,Substitute,Tutor
12,"Sunny Day",TM11
12,Supersonic,"Level 18"
12,Swagger,Tutor
12,Thief,TM46
12,Toxic,TM06
12,Whirlwind,"Level 23"
120,Blizzard,TM14
120,"Bubble Beam","Level 28"
120,Camouflage,"Level 19"
120,"Cosmic Power","Level 42"
120,Dive,HM08
120,"Double Team",TM32
120,Double-Edge,Tutor
120,Facade,TM42
120,Flash,HM05
120,Frustration,TM21
120,Hail,TM07
120,Harden,"Level 1"
120,"Hidden Power",TM10
120,"Hydro Pump","Level 46"
120,"Ice Beam",TM13
120,"Icy Wind",Tutor
120,"Light Screen","Level 37"
120,"Light Screen",TM16
120,Mimic,Tutor
120,Minimize,"Level 33"
120,Protect,TM17
120,Psychic,TM29
120,"Rain Dance",TM18
120,"Rapid Spin","Level 10"
120,Recover,"Level 15"
120,Reflect,TM33
120,Rest,TM44
120,Return,TM27
120,"Secret Power",TM43
120,Substitute,Tutor
120,Surf,HM03
120,Swagger,Tutor
120,Swift,"Level 24"
120,Tackle,"Level 1"
120,"Thunder Wave",Tutor
120,Thunder,TM25
120,Thunderbolt,TM24
120,Toxic,TM06
120,"Water Gun","Level 6"
120,"Water Pulse",TM03
120,Waterfall,HM07
121,Blizzard,TM14
121,"Confuse Ray","Level 33"
121,Dive,HM08
121,"Double Team",TM32
121,Double-Edge,Tutor
121,"Dream Eater",Tutor
121,Facade,TM42
121,Flash,HM05
121,Frustration,TM21
121,Hail,TM07
121,"Hidden Power",TM10
121,"Hyper Beam",TM15
121,"Ice Beam",TM13
121,"Icy Wind",Tutor
121,"Light Screen",TM16
121,Mimic,Tutor
121,Protect,TM17
121,Psychic,TM29
121,"Rain Dance",TM18
121,"Rapid Spin","Level 1"
121,Recover,"Level 1"
121,Reflect,TM33
121,Rest,TM44
121,Return,TM27
121,"Secret Power",TM43
121,"Skill Swap",TM48
121,Substitute,Tutor
121,Surf,HM03
121,Swagger,Tutor
121,Swift,"Level 1"
121,"Thunder Wave",Tutor
121,Thunder,TM25
121,Thunderbolt,TM24
121,Toxic,TM06
121,"Water Gun","Level 1"
121,"Water Pulse",TM03
121,Waterfall,HM07
122,Attract,TM45
122,Barrier,"Level 1"
122,"Baton Pass","Level 49"
122,"Body Slam",Tutor
122,"Brick Break",TM31
122,"Calm Mind",TM04
122,Confusion,"Level 5"
122,"Double Slap","Level 17"
122,"Double Team",TM32
122,Double-Edge,Tutor
122,"Dream Eater",Tutor
122,Encore,"Level 25"
122,Facade,TM42
122,Flash,HM05
122,"Focus Punch",TM01
122,Frustration,TM21
122,"Hidden Power",TM10
122,"Hyper Beam",TM15
122,"Light Screen","Level 21"
122,"Light Screen",TM16
122,Meditate,"Level 13"
122,Mimic,Tutor
122,Nightmare,Tutor
122,Protect,TM17
122,Psybeam,"Level 29"
122,Psychic,"Level 45"
122,Psychic,TM29
122,"Rain Dance",TM18
122,Recycle,"Level 33"
122,Reflect,"Level 21"
122,Reflect,TM33
122,Rest,TM44
122,Return,TM27
122,"Role Play","Level 41"
122,Safeguard,"Level 53"
122,Safeguard,TM20
122,"Secret Power",TM43
122,"Seismic Toss",Tutor
122,"Shadow Ball",TM30
122,"Shock Wave",TM34
122,"Skill Swap",TM48
122,Snatch,TM49
122,"Solar Beam",TM22
122,Substitute,"Level 9"
122,Substitute,Tutor
122,"Sunny Day",TM11
122,Swagger,Tutor
122,Taunt,TM12
122,Thief,TM46
122,"Thunder Wave",Tutor
122,Thunder,TM25
122,Thunderbolt,TM24
122,Torment,TM41
122,Toxic,TM06
122,Trick,"Level 37"
123,"Aerial Ace",TM40
123,Agility,"Level 21"
123,Attract,TM45
123,Cut,HM01
123,"Double Team","Level 41"
123,"Double Team",TM32
123,Double-Edge,Tutor
123,Facade,TM42
123,"False Swipe","Level 16"
123,"Focus Energy","Level 6"
123,Frustration,TM21
123,"Fury Cutter","Level 46"
123,"Hidden Power",TM10
123,"Hyper Beam",TM15
123,Leer,"Level 1"
123,Mimic,Tutor
123,Protect,TM17
123,Pursuit,"Level 11"
123,"Quick Attack","Level 1"
123,"Rain Dance",TM18
123,Rest,TM44
123,Return,TM27
123,"Rock Smash",HM06
123,"Secret Power",TM43
123,Slash,"Level 31"
123,"Steel Wing",TM47
123,Substitute,Tutor
123,"Sunny Day",TM11
123,Swagger,Tutor
123,"Swords Dance","Level 36"
123,Thief,TM46
123,Toxic,TM06
123,"Wing Attack","Level 26"
124,Attract,TM45
124,Blizzard,"Level 67"
124,Blizzard,TM14
124,"Body Slam","Level 51"
124,"Body Slam",Tutor
124,"Brick Break",TM31
