362,"Trainer Hill"
363,"Trainer Hill"
364,"Trainer Hill"
365,"Trainer Hill"
366,"Trainer Hill"
367,"Trainer Hill"
368,"Trainer Hill"
369,"Trainer Hill"
37,"Hoenn Route 106"
370,"Trainer Hill"
371,"Trainer Hill"
372,"Trainer Hill"
373,"Trainer Hill"
374,"Trainer Hill"
375,"Trainer Hill"
376,"Trainer Hill"
377,"Trainer Hill"
378,"Trainer Hill"
379,"Trainer Hill"
38,"Hoenn Route 107"
380,"Trainer Hill"
381,"Trainer Hill"
382,"Trainer Hill"
383,"Trainer Hill"
384,"Trick House"
385,"Trick House"
386,"Trick House"
387,"Trick House"
388,"Trick House"
389,"Trick House"
39,"Hoenn Route 107"
390,"Trick House"
391,"Trick House"
392,"Trick House"
393,"Trick House"
394,"Trick House"
395,"Trick House"
396,"Trick House"
397,"Trick House"
398,"Trick House"
399,"Trick House"
4,"Abandoned Ship"
40,"Hoenn Route 107"
400,"Trick House"
401,"Trick House"
402,"Trick House"
403,"Trick House"
404,"Trick House"
405,"Trick House"
406,"Trick House"
407,"Trick House"
408,"Victory Road (Hoenn)"
409,"Victory Road (Hoenn)"
41,"Hoenn Route 107"
410,"Victory Road (Hoenn)"
411,"Victory Road (Hoenn)"
412,"Victory Road (Hoenn)"
413,"Victory Road (Hoenn)"
414,"Victory Road (Hoenn)"
415,"Victory Road (Hoenn)"
416,"Victory Road (Hoenn)"
417,"Victory Road (Hoenn)"
418,"Victory Road (Hoenn)"
419,"Victory Road (Hoenn)"
42,"Hoenn Route 107"
420,"Victory Road (Hoenn)"
421,"Victory Road (Hoenn)"
422,"Victory Road (Hoenn)"
423,"Victory Road (Hoenn)"
424,"Rustboro City"
425,"Rustboro City"
426,"Rustboro City"
427,"Rustboro City"
428,"Dewford Town"
429,"Dewford Town"
43,"Hoenn Route 107"
430,"Dewford Town"
431,"Dewford Town"
432,"Dewford Town"
433,"Dewford Town"
434,"Dewford Town"
435,"Mauville City"
436,"Mauville City"
437,"Mauville City"
438,"Mauville City"
439,"Mauville City"
44,"Hoenn Route 108"
440,"Mauville City"
441,"Lavaridge Town"
442,"Lavaridge Town"
443,"Lavaridge Town"
444,"Lavaridge Town"
445,"Lavaridge Town"
446,"Lavaridge Town"
447,"Lavaridge Town"
448,"Lavaridge Town"
449,"Lavaridge Town"
45,"Hoenn Route 108"
450,"Petalburg City"
451,"Petalburg City"
452,"Petalburg City"
453,"Petalburg City"
454,"Petalburg City"
455,"Petalburg City"
456,"Petalburg City"
457,"Petalburg City"
458,"Fortree City"
459,"Fortree City"
46,"Hoenn Route 108"
460,"Fortree City"
461,"Fortree City"
462,"Fortree City"
463,"Fortree City"
464,"Fortree City"
465,"Mossdeep City"
466,"Mossdeep City"
467,"Mossdeep City"
468,"Mossdeep City"
469,"Mossdeep City"
47,"Hoenn Route 108"
470,"Mossdeep City"
471,"Mossdeep City"
472,"Mossdeep City"
473,"Mossdeep City"
474,"Mossdeep City"
475,"Mossdeep City"
476,"Mossdeep City"
477,"Mossdeep City"
478,"Sootopolis City"
479,"Sootopolis City"
48,"Hoenn Route 108"
480,"Sootopolis City"
481,"Sootopolis City"
482,"Sootopolis City"
483,"Sootopolis City"
484,"Sootopolis City"
485,"Sootopolis City"
486,"Sootopolis City"
487,"Sootopolis City"
488,"Sootopolis City"
489,"Hoenn Route 104"
49,"Hoenn Route 108"
490,"Hoenn Route 104"
491,"Hoenn Route 104"
492,"Hoenn Route 104"
493,"Hoenn Route 104"
494,"Hoenn Route 104"
495,"Hoenn Route 104"
5,"Abandoned Ship"
50,"Hoenn Route 109"
51,"Hoenn Route 109"
52,"Hoenn Route 109"
53,"Hoenn Route 109"
54,"Hoenn Route 109"
55,"Hoenn Route 109"
56,"Hoenn Route 109"
57,"Hoenn Route 109"
58,"Hoenn Route 109"
59,"Hoenn Route 109"
6,"Abandoned Ship"
60,"Hoenn Route 109"
61,"Hoenn Route 109"
62,"Hoenn Route 109"
63,"Hoenn Route 109"
64,"Hoenn Route 109"
65,"Hoenn Route 109"
66,"Hoenn Route 110"
67,"Hoenn Route 110"
68,"Hoenn Route 110"
69,"Hoenn Route 110"
7,"Abandoned Ship"
70,"Hoenn Route 110"
71,"Hoenn Route 110"
72,"Hoenn Route 110"
73,"Hoenn Route 110"
74,"Hoenn Route 111"
75,"Hoenn Route 111"
76,"Hoenn Route 111"
77,"Hoenn Route 111"
78,"Hoenn Route 111"
79,"Hoenn Route 111"
8,"Ever Grande City"
80,"Hoenn Route 111"
81,"Hoenn Route 111"
82,"Hoenn Route 111"
82,"Hoenn Route 118"
82,"Hoenn Route 120"
83,"Hoenn Route 111"
84,"Hoenn Route 111"
85,"Hoenn Route 111"
86,"Hoenn Route 111"
87,"Hoenn Route 111"
88,"Hoenn Route 111"
89,"Hoenn Route 111"
9,"Ever Grande City"
90,"Hoenn Route 111"
91,"Hoenn Route 111"
92,"Hoenn Route 111"
93,"Hoenn Route 111"
94,"Hoenn Route 111"
95,"Hoenn Route 111"
96,"Hoenn Route 112"
97,"Hoenn Route 112"
98,"Hoenn Route 112"
99,"Hoenn Route 112"
